year,geography_type,geography_name,geography_id,total_storefronts,vacant_storefronts,median_rent_psf,vacancy_rate
2020,census tract,1.0066.00,1.0066.00,94,18,7,0.19148936170212766
2020,census tract,1.0067.00,1.0067.00,190,25,12.5,0.13157894736842105
2020,census tract,1.0068.00,1.0068.00,179,24,9,0.1340782122905028
2020,census tract,1.0069.00,1.0069.00,24,NA,4,NA
2020,census tract,1.0070.00,1.0070.00,112,15,10.65,0.13392857142857142
2020,census tract,1.0071.00,1.0071.00,179,22,9,0.12290502793296089
2020,census tract,1.0072.00,1.0072.00,151,12,8,0.07947019867549669
2020,census tract,1.0073.00,1.0073.00,200,40,16,0.2
2020,census tract,1.0074.00,1.0074.00,208,42,9,0.20192307692307693
2020,census tract,1.0075.00,1.0075.00,52,10,11,0.19230769230769232
2020,census tract,1.0076.00,1.0076.00,297,62,10,0.20875420875420875
2020,census tract,1.0077.00,1.0077.00,135,20,13,0.14814814814814814
2020,census tract,1.0078.00,1.0078.00,89,14,9.7,0.15730337078651685
2020,census tract,1.0079.00,1.0079.00,112,24,14.5,0.21428571428571427
2020,census tract,1.0080.00,1.0080.00,141,12,8,0.0851063829787234
2020,census tract,1.0081.00,1.0081.00,158,24,11,0.1518987341772152
2020,census tract,1.0082.00,1.0082.00,191,35,13,0.18324607329842932
2020,census tract,1.0083.00,1.0083.00,136,18,12,0.1323529411764706
2020,census tract,1.0084.00,1.0084.00,164,22,9,0.13414634146341464
2020,census tract,1.0086.03,1.0086.03,29,NA,11,NA
2020,census tract,1.0087.00,1.0087.00,124,12,9,0.0967741935483871
2020,census tract,1.0088.00,1.0088.00,97,NA,9,NA
2020,census tract,1.0089.00,1.0089.00,41,NA,10.68,NA
2020,census tract,1.0090.00,1.0090.00,123,18,11.5,0.14634146341463414
2020,census tract,1.0091.00,1.0091.00,191,27,9,0.14136125654450263
2020,census tract,1.0092.00,1.0092.00,210,57,16,0.2714285714285714
2020,census tract,1.0093.00,1.0093.00,89,NA,9,NA
2020,census tract,1.0094.00,1.0094.00,150,18,15.5,0.12
2020,census tract,1.0095.00,1.0095.00,255,42,6.41,0.16470588235294117
2020,census tract,1.0096.00,1.0096.00,331,41,22,0.12386706948640483
2020,census tract,1.0097.00,1.0097.00,12,NA,NA,NA
2020,census tract,1.0098.00,1.0098.00,207,34,9,0.1642512077294686
2020,census tract,1.0099.00,1.0099.00,251,45,6,0.17928286852589642
2020,census tract,1.0100.00,1.0100.00,174,41,12,0.23563218390804597
2020,census tract,1.0101.00,1.0101.00,179,34,11,0.18994413407821228
2020,census tract,1.0102.00,1.0102.00,183,32,19.5,0.17486338797814208
2020,census tract,1.0103.00,1.0103.00,58,13,10.5,0.22413793103448276
2020,census tract,1.0104.00,1.0104.00,196,31,15,0.15816326530612246
2020,census tract,1.0106.01,1.0106.01,43,NA,10,NA
2020,census tract,1.0106.02,1.0106.02,40,NA,11,NA
2020,census tract,1.0108.00,1.0108.00,185,32,9,0.17297297297297298
2020,census tract,1.0109.00,1.0109.00,337,55,9,0.1632047477744807
2020,census tract,1.0110.00,1.0110.00,193,35,10,0.18134715025906736
2020,census tract,1.0111.00,1.0111.00,139,33,7,0.23741007194244604
2020,census tract,1.0112.01,1.0112.01,74,21,10,0.28378378378378377
2020,census tract,1.0112.02,1.0112.02,94,15,22,0.1595744680851064
2020,census tract,1.0112.03,1.0112.03,123,27,17.5,0.21951219512195122
2020,census tract,1.0113.00,1.0113.00,248,55,13,0.2217741935483871
2020,census tract,1.0114.01,1.0114.01,86,16,23,0.18604651162790697
2020,census tract,1.0114.02,1.0114.02,134,26,12,0.19402985074626866
2020,census tract,1.0115.00,1.0115.00,92,25,8.719999999999999,0.2717391304347826
2020,census tract,1.0116.00,1.0116.00,24,NA,10,NA
2020,census tract,1.0117.00,1.0117.00,15,NA,4,NA
2020,census tract,1.0118.00,1.0118.00,121,24,10,0.19834710743801653
2020,census tract,1.0119.00,1.0119.00,133,17,21,0.12781954887218044
2020,census tract,1.0120.00,1.0120.00,92,NA,11,NA
2020,census tract,1.0121.00,1.0121.00,158,20,13,0.12658227848101267
2020,census tract,1.0122.00,1.0122.00,151,35,22,0.23178807947019867
2020,census tract,1.0124.00,1.0124.00,80,NA,9,NA
2020,census tract,1.0125.00,1.0125.00,145,27,18,0.18620689655172415
2020,census tract,1.0126.00,1.0126.00,145,15,11,0.10344827586206896
2020,census tract,1.0127.00,1.0127.00,181,21,9,0.11602209944751381
2020,census tract,1.0128.00,1.0128.00,156,30,11,0.19230769230769232
2020,census tract,1.0129.00,1.0129.00,99,17,8,0.1717171717171717
2020,census tract,1.0130.00,1.0130.00,120,10,26,0.08333333333333333
2020,census tract,1.0131.00,1.0131.00,130,21,13,0.16153846153846155
2020,census tract,1.0132.00,1.0132.00,86,10,9,0.11627906976744186
2020,census tract,1.0133.00,1.0133.00,140,20,14,0.14285714285714285
2020,census tract,1.0134.00,1.0134.00,189,28,11,0.14814814814814814
2020,census tract,1.0135.00,1.0135.00,84,NA,6,NA
2020,census tract,1.0136.00,1.0136.00,81,12,8.7,0.14814814814814814
2020,census tract,1.0137.00,1.0137.00,203,32,14,0.15763546798029557
2020,census tract,1.0138.00,1.0138.00,158,18,9,0.11392405063291139
2020,census tract,1.0139.00,1.0139.00,134,19,13,0.1417910447761194
2020,census tract,1.0140.00,1.0140.00,190,19,14,0.1
2020,census tract,1.0142.00,1.0142.00,126,12,21.5,0.09523809523809523
2020,census tract,1.0144.01,1.0144.01,29,NA,5,NA
2020,census tract,1.0144.02,1.0144.02,42,NA,10,NA
2020,census tract,1.0145.00,1.0145.00,42,NA,15,NA
2020,census tract,1.0146.01,1.0146.01,89,14,9,0.15730337078651685
2020,census tract,1.0146.02,1.0146.02,85,10,11,0.11764705882352941
2020,census tract,1.0147.00,1.0147.00,14,0,8,0
2020,census tract,1.0148.01,1.0148.01,49,NA,14,NA
2020,census tract,1.0148.02,1.0148.02,113,17,10,0.1504424778761062
2020,census tract,1.0149.00,1.0149.00,34,NA,8,NA
2020,census tract,1.0150.01,1.0150.01,35,NA,11.5,NA
2020,census tract,1.0150.02,1.0150.02,59,10,14,0.1694915254237288
2020,census tract,1.0151.00,1.0151.00,48,NA,6.5,NA
2020,census tract,1.0152.00,1.0152.00,39,NA,7,NA
2020,census tract,1.0153.00,1.0153.00,109,14,12,0.12844036697247707
2020,census tract,1.0154.00,1.0154.00,118,13,7,0.11016949152542373
2020,census tract,1.0155.00,1.0155.00,37,NA,7,NA
2020,census tract,1.0156.01,1.0156.01,34,NA,5.64,NA
2020,census tract,1.0157.00,1.0157.00,198,16,12,0.08080808080808081
2020,census tract,1.0158.01,1.0158.01,66,13,11,0.19696969696969696
2020,census tract,1.0158.02,1.0158.02,26,NA,7,NA
2020,census tract,1.0159.00,1.0159.00,59,NA,7,NA
2020,census tract,1.0160.01,1.0160.01,35,NA,12.5,NA
2020,census tract,1.0160.02,1.0160.02,18,NA,8.77,NA
2020,census tract,1.0161.00,1.0161.00,58,NA,16,NA
2020,census tract,1.0162.00,1.0162.00,18,0,1,0
2020,census tract,1.0163.00,1.0163.00,61,13,12,0.21311475409836064
2020,census tract,1.0164.00,1.0164.00,15,NA,3,NA
2020,census tract,1.0165.00,1.0165.00,59,NA,10,NA
2020,census tract,1.0166.00,1.0166.00,90,NA,5,NA
2020,census tract,1.0167.00,1.0167.00,122,11,11.5,0.09016393442622951
2020,census tract,1.0168.00,1.0168.00,13,0,20,0
2020,census tract,1.0169.00,1.0169.00,100,NA,11.9,NA
2020,census tract,1.0170.00,1.0170.00,86,12,5,0.13953488372093023
2020,census tract,1.0171.00,1.0171.00,72,16,11,0.2222222222222222
2020,census tract,1.0172.00,1.0172.00,138,16,3.3,0.11594202898550725
2020,census tract,1.0173.00,1.0173.00,37,NA,7,NA
2020,census tract,1.0174.01,1.0174.01,18,0,4,0
2020,census tract,1.0174.02,1.0174.02,16,NA,3,NA
2020,census tract,1.0175.00,1.0175.00,54,NA,11,NA
2020,census tract,1.0177.00,1.0177.00,31,0,8,0
2020,census tract,1.0178.00,1.0178.00,62,16,4,0.25806451612903225
2020,census tract,1.0179.00,1.0179.00,70,11,9.5,0.15714285714285714
2020,census tract,1.0180.00,1.0180.00,58,NA,3.73,NA
2020,census tract,1.0181.00,1.0181.00,35,NA,7.25,NA
2020,census tract,1.0182.00,1.0182.00,103,12,4,0.11650485436893204
2020,census tract,1.0183.00,1.0183.00,93,NA,12,NA
2020,census tract,1.0184.00,1.0184.00,63,NA,3,NA
2020,census tract,1.0185.00,1.0185.00,30,NA,7,NA
2020,census tract,1.0186.00,1.0186.00,14,NA,4,NA
2020,census tract,1.0187.00,1.0187.00,70,NA,8.5,NA
2020,census tract,1.0188.00,1.0188.00,115,16,4,0.1391304347826087
2020,census tract,1.0189.00,1.0189.00,39,NA,5.04,NA
2020,census tract,1.0190.00,1.0190.00,33,NA,3.5,NA
2020,census tract,1.0191.00,1.0191.00,66,NA,10,NA
2020,census tract,1.0193.00,1.0193.00,90,NA,6,NA
2020,census tract,1.0194.00,1.0194.00,43,NA,5,NA
2020,census tract,1.0195.00,1.0195.00,68,NA,8,NA
2020,census tract,1.0196.00,1.0196.00,89,NA,6,NA
2020,census tract,1.0197.02,1.0197.02,19,NA,4,NA
2020,census tract,1.0198.00,1.0198.00,49,NA,5,NA
2020,census tract,1.0199.00,1.0199.00,62,NA,9,NA
2020,census tract,1.0200.00,1.0200.00,73,12,7.33,0.1643835616438356
2020,census tract,1.0201.02,1.0201.02,21,NA,3.57,NA
2020,census tract,1.0205.00,1.0205.00,13,NA,11,NA
2020,census tract,1.0206.00,1.0206.00,16,NA,1,NA
2020,census tract,1.0207.01,1.0207.01,10,0,5.5,0
2020,census tract,1.0208.00,1.0208.00,28,NA,4.76,NA
2020,census tract,1.0209.01,1.0209.01,51,NA,5.92,NA
2020,census tract,1.0211.00,1.0211.00,53,NA,6,NA
2020,census tract,1.0212.00,1.0212.00,54,14,3,0.25925925925925924
2020,census tract,1.0213.03,1.0213.03,31,NA,4,NA
2020,census tract,1.0215.00,1.0215.00,28,NA,2.5,NA
2020,census tract,1.0216.00,1.0216.00,34,NA,6,NA
2020,census tract,1.0218.00,1.0218.00,93,10,5,0.10752688172043011
2020,census tract,1.0219.00,1.0219.00,38,0,3.3299999999999996,0
2020,census tract,1.0220.00,1.0220.00,45,NA,4.83,NA
2020,census tract,1.0221.02,1.0221.02,23,NA,5.25,NA
2020,census tract,1.0222.00,1.0222.00,98,NA,6.659999999999999,NA
2020,census tract,1.0223.01,1.0223.01,54,NA,7,NA
2020,census tract,1.0224.00,1.0224.00,40,NA,3.92,NA
2020,census tract,1.0225.00,1.0225.00,91,NA,6,NA
2020,census tract,1.0226.00,1.0226.00,77,NA,4,NA
2020,census tract,1.0227.00,1.0227.00,28,0,6.5,0
2020,census tract,1.0228.00,1.0228.00,70,NA,4,NA
2020,census tract,1.0229.00,1.0229.00,100,12,6.17,0.12
2020,census tract,1.0230.00,1.0230.00,62,NA,4.31,NA
2020,census tract,1.0231.00,1.0231.00,38,NA,4,NA
2020,census tract,1.0232.00,1.0232.00,91,NA,4,NA
2020,census tract,1.0233.00,1.0233.00,91,15,7.13,0.16483516483516483
2020,census tract,1.0234.00,1.0234.00,35,NA,4,NA
2020,census tract,1.0235.01,1.0235.01,26,NA,4,NA
2020,census tract,1.0235.02,1.0235.02,19,0,2,0
2020,census tract,1.0236.00,1.0236.00,23,0,4.5,0
2020,census tract,1.0237.00,1.0237.00,41,NA,5,NA
2020,census tract,1.0238.01,1.0238.01,12,NA,4,NA
2020,census tract,1.0239.00,1.0239.00,12,NA,5.92,NA
2020,census tract,1.0241.00,1.0241.00,58,NA,6,NA
2020,census tract,1.0242.00,1.0242.00,17,0,4,0
2020,census tract,1.0243.01,1.0243.01,34,NA,4,NA
2020,census tract,1.0245.00,1.0245.00,202,24,7,0.1188118811881188
2020,census tract,1.0249.00,1.0249.00,22,NA,4,NA
2020,census tract,1.0251.00,1.0251.00,38,NA,5,NA
2020,census tract,1.0253.00,1.0253.00,125,NA,6,NA
2020,census tract,1.0257.00,1.0257.00,38,NA,6,NA
2020,census tract,1.0259.00,1.0259.00,46,NA,3,NA
2020,census tract,1.0261.00,1.0261.00,109,13,5.67,0.11926605504587157
2020,census tract,1.0263.00,1.0263.00,139,13,8,0.09352517985611511
2020,census tract,1.0265.00,1.0265.00,106,NA,7,NA
2020,census tract,1.0269.00,1.0269.00,160,20,5.33,0.125
2020,census tract,1.0271.00,1.0271.00,116,NA,8,NA
2020,census tract,1.0273.00,1.0273.00,50,NA,8,NA
2020,census tract,1.0277.00,1.0277.00,48,NA,5,NA
2020,census tract,1.0279.00,1.0279.00,83,NA,5,NA
2020,census tract,1.0283.00,1.0283.00,65,NA,5,NA
2020,census tract,1.0285.00,1.0285.00,102,NA,4,NA
2020,census tract,1.0287.00,1.0287.00,73,NA,6,NA
2020,census tract,1.0291.00,1.0291.00,104,NA,5,NA
2020,census tract,1.0293.00,1.0293.00,158,NA,5,NA
2020,census tract,1.0295.00,1.0295.00,60,NA,6,NA
2020,census tract,1.0299.00,1.0299.00,47,NA,3,NA
2020,census tract,1.0303.00,1.0303.00,59,NA,5,NA
2020,census tract,1.0307.00,1.0307.00,14,NA,2,NA
2020,census tract,1.0309.00,1.0309.00,55,NA,4,NA
2020,census tract,1.0317.03,1.0317.03,48,NA,5,NA
2020,census tract,1.0317.04,1.0317.04,38,NA,6,NA
2020,census tract,2.0000.00,2.0000.00,35,NA,2.8299999999999996,NA
2020,census tract,2.0004.00,2.0004.00,13,NA,2.5,NA
2020,census tract,2.0019.00,2.0019.00,67,NA,2,NA
2020,census tract,2.0020.00,2.0020.00,13,0,1.3900000000000001,0
2020,census tract,2.0025.00,2.0025.00,56,NA,4,NA
2020,census tract,2.0027.01,2.0027.01,23,0,3.13,0
2020,census tract,2.0027.02,2.0027.02,23,NA,3.09,NA
2020,census tract,2.0028.00,2.0028.00,28,0,3.29,0
2020,census tract,2.0031.00,2.0031.00,48,NA,4,NA
2020,census tract,2.0033.00,2.0033.00,11,0,NA,0
2020,census tract,2.0035.00,2.0035.00,25,0,3,0
2020,census tract,2.0039.00,2.0039.00,108,NA,4,NA
2020,census tract,2.0041.00,2.0041.00,14,NA,3.8,NA
2020,census tract,2.0042.00,2.0042.00,46,11,4,0.2391304347826087
2020,census tract,2.0043.00,2.0043.00,107,NA,4,NA
2020,census tract,2.0044.00,2.0044.00,16,0,2.05,0
2020,census tract,2.0046.00,2.0046.00,11,0,6,0
2020,census tract,2.0048.00,2.0048.00,31,NA,3.5,NA
2020,census tract,2.0050.01,2.0050.01,21,NA,3.08,NA
2020,census tract,2.0050.02,2.0050.02,57,NA,3,NA
2020,census tract,2.0051.00,2.0051.00,40,NA,2.65,NA
2020,census tract,2.0054.00,2.0054.00,80,NA,4,NA
2020,census tract,2.0056.00,2.0056.00,21,0,4,0
2020,census tract,2.0059.02,2.0059.02,24,NA,8,NA
2020,census tract,2.0060.00,2.0060.00,10,0,NA,0
2020,census tract,2.0061.00,2.0061.00,40,NA,4,NA
2020,census tract,2.0062.00,2.0062.00,20,NA,5,NA
2020,census tract,2.0063.00,2.0063.00,107,14,5,0.1308411214953271
2020,census tract,2.0065.00,2.0065.00,164,13,4,0.07926829268292683
2020,census tract,2.0067.00,2.0067.00,86,10,3.59,0.11627906976744186
2020,census tract,2.0069.00,2.0069.00,36,NA,3,NA
2020,census tract,2.0070.00,2.0070.00,28,0,3.15,0
2020,census tract,2.0071.00,2.0071.00,70,11,4.5,0.15714285714285714
2020,census tract,2.0072.00,2.0072.00,49,NA,3,NA
2020,census tract,2.0073.00,2.0073.00,29,NA,4.07,NA
2020,census tract,2.0075.00,2.0075.00,12,0,2,0
2020,census tract,2.0076.00,2.0076.00,79,NA,2.08,NA
2020,census tract,2.0077.00,2.0077.00,21,NA,2,NA
2020,census tract,2.0078.00,2.0078.00,32,NA,2,NA
2020,census tract,2.0079.00,2.0079.00,39,NA,3,NA
2020,census tract,2.0083.00,2.0083.00,47,NA,2.66,NA
2020,census tract,2.0085.00,2.0085.00,37,NA,2.08,NA
2020,census tract,2.0087.00,2.0087.00,55,NA,3,NA
2020,census tract,2.0089.00,2.0089.00,49,NA,3,NA
2020,census tract,2.0090.00,2.0090.00,33,NA,4.17,NA
2020,census tract,2.0092.00,2.0092.00,73,NA,4,NA
2020,census tract,2.0093.00,2.0093.00,118,NA,2,NA
2020,census tract,2.0096.00,2.0096.00,38,NA,3,NA
2020,census tract,2.0115.02,2.0115.02,43,NA,2,NA
2020,census tract,2.0117.00,2.0117.00,27,NA,3.55,NA
2020,census tract,2.0119.00,2.0119.00,66,NA,4.7700000000000005,NA
2020,census tract,2.0121.01,2.0121.01,15,NA,2,NA
2020,census tract,2.0123.00,2.0123.00,25,NA,2,NA
2020,census tract,2.0125.00,2.0125.00,26,NA,2.67,NA
2020,census tract,2.0127.01,2.0127.01,35,NA,6,NA
2020,census tract,2.0129.01,2.0129.01,70,NA,3,NA
2020,census tract,2.0131.00,2.0131.00,24,NA,2.42,NA
2020,census tract,2.0132.00,2.0132.00,15,0,3.55,0
2020,census tract,2.0133.00,2.0133.00,11,NA,1,NA
2020,census tract,2.0135.00,2.0135.00,11,0,2.7,0
2020,census tract,2.0141.00,2.0141.00,59,NA,3,NA
2020,census tract,2.0143.00,2.0143.00,17,NA,28,NA
2020,census tract,2.0145.00,2.0145.00,51,NA,3.06,NA
2020,census tract,2.0149.00,2.0149.00,30,NA,3,NA
2020,census tract,2.0151.00,2.0151.00,39,NA,3,NA
2020,census tract,2.0152.00,2.0152.00,38,NA,5,NA
2020,census tract,2.0155.00,2.0155.00,32,NA,2.18,NA
2020,census tract,2.0157.00,2.0157.00,17,NA,1.4,NA
2020,census tract,2.0159.00,2.0159.00,48,NA,5,NA
2020,census tract,2.0161.00,2.0161.00,67,NA,3,NA
2020,census tract,2.0162.00,2.0162.00,15,0,3.25,0
2020,census tract,2.0164.00,2.0164.00,30,NA,3,NA
2020,census tract,2.0165.00,2.0165.00,17,NA,14,NA
2020,census tract,2.0166.00,2.0166.00,16,NA,2.48,NA
2020,census tract,2.0167.00,2.0167.00,21,0,2.3,0
2020,census tract,2.0169.00,2.0169.00,14,NA,3,NA
2020,census tract,2.0173.00,2.0173.00,20,0,4,0
2020,census tract,2.0175.00,2.0175.00,35,0,3.96,0
2020,census tract,2.0177.01,2.0177.01,27,NA,3,NA
2020,census tract,2.0177.02,2.0177.02,27,NA,2,NA
2020,census tract,2.0179.01,2.0179.01,38,NA,5,NA
2020,census tract,2.0179.02,2.0179.02,19,0,5.5,0
2020,census tract,2.0181.01,2.0181.01,34,NA,5,NA
2020,census tract,2.0181.02,2.0181.02,38,NA,4,NA
2020,census tract,2.0183.01,2.0183.01,26,NA,4,NA
2020,census tract,2.0183.02,2.0183.02,12,0,3,0
2020,census tract,2.0184.00,2.0184.00,25,0,3.8099999999999996,0
2020,census tract,2.0185.00,2.0185.00,68,NA,2,NA
2020,census tract,2.0189.00,2.0189.00,48,NA,2.67,NA
2020,census tract,2.0193.00,2.0193.00,16,0,2,0
2020,census tract,2.0194.00,2.0194.00,14,0,4,0
2020,census tract,2.0195.00,2.0195.00,51,NA,5,NA
2020,census tract,2.0197.00,2.0197.00,88,NA,5,NA
2020,census tract,2.0199.00,2.0199.00,45,NA,4,NA
2020,census tract,2.0200.00,2.0200.00,127,11,3,0.08661417322834646
2020,census tract,2.0201.00,2.0201.00,20,NA,3,NA
2020,census tract,2.0202.00,2.0202.00,30,0,3,0
2020,census tract,2.0206.01,2.0206.01,30,NA,2.54,NA
2020,census tract,2.0209.00,2.0209.00,29,NA,3,NA
2020,census tract,2.0211.00,2.0211.00,33,0,3,0
2020,census tract,2.0213.01,2.0213.01,23,NA,4,NA
2020,census tract,2.0213.02,2.0213.02,13,NA,3.58,NA
2020,census tract,2.0215.01,2.0215.01,36,0,4,0
2020,census tract,2.0215.02,2.0215.02,38,0,3.4899999999999998,0
2020,census tract,2.0216.02,2.0216.02,38,NA,4,NA
2020,census tract,2.0217.00,2.0217.00,16,NA,1.8800000000000001,NA
2020,census tract,2.0218.00,2.0218.00,23,0,2,0
2020,census tract,2.0219.00,2.0219.00,38,NA,2,NA
2020,census tract,2.0220.00,2.0220.00,22,NA,3,NA
2020,census tract,2.0221.01,2.0221.01,50,NA,5,NA
2020,census tract,2.0221.02,2.0221.02,34,NA,3.71,NA
2020,census tract,2.0222.00,2.0222.00,99,NA,3,NA
2020,census tract,2.0223.00,2.0223.00,44,NA,8,NA
2020,census tract,2.0224.01,2.0224.01,32,NA,5.67,NA
2020,census tract,2.0224.03,2.0224.03,31,NA,6.29,NA
2020,census tract,2.0224.04,2.0224.04,50,0,4.58,0
2020,census tract,2.0225.00,2.0225.00,44,NA,4.5,NA
2020,census tract,2.0227.01,2.0227.01,39,0,3.65,0
2020,census tract,2.0227.02,2.0227.02,30,NA,4,NA
2020,census tract,2.0227.03,2.0227.03,10,0,26.5,0
2020,census tract,2.0228.00,2.0228.00,32,0,3,0
2020,census tract,2.0229.01,2.0229.01,12,NA,4.5,NA
2020,census tract,2.0229.02,2.0229.02,22,0,3.5,0
2020,census tract,2.0230.00,2.0230.00,27,NA,15,NA
2020,census tract,2.0231.00,2.0231.00,46,NA,3,NA
2020,census tract,2.0232.00,2.0232.00,25,0,3,0
2020,census tract,2.0233.01,2.0233.01,42,0,2,0
2020,census tract,2.0235.01,2.0235.01,44,NA,4.08,NA
2020,census tract,2.0235.02,2.0235.02,49,NA,4,NA
2020,census tract,2.0236.00,2.0236.00,39,NA,3,NA
2020,census tract,2.0237.02,2.0237.02,40,NA,6,NA
2020,census tract,2.0237.03,2.0237.03,92,NA,5,NA
2020,census tract,2.0237.04,2.0237.04,53,NA,5,NA
2020,census tract,2.0238.00,2.0238.00,22,NA,2.4,NA
2020,census tract,2.0239.00,2.0239.00,122,NA,3,NA
2020,census tract,2.0240.00,2.0240.00,23,NA,3.5,NA
2020,census tract,2.0241.00,2.0241.00,75,NA,4,NA
2020,census tract,2.0243.00,2.0243.00,64,NA,4,NA
2020,census tract,2.0244.00,2.0244.00,18,0,2.1,0
2020,census tract,2.0245.01,2.0245.01,18,0,4.5,0
2020,census tract,2.0245.02,2.0245.02,24,NA,4,NA
2020,census tract,2.0248.00,2.0248.00,34,NA,3,NA
2020,census tract,2.0250.00,2.0250.00,32,NA,3,NA
2020,census tract,2.0251.00,2.0251.00,63,NA,3,NA
2020,census tract,2.0252.00,2.0252.00,23,0,3,0
2020,census tract,2.0253.00,2.0253.00,35,0,5,0
2020,census tract,2.0254.00,2.0254.00,18,NA,11.629999999999999,NA
2020,census tract,2.0255.00,2.0255.00,16,NA,3,NA
2020,census tract,2.0256.00,2.0256.00,17,NA,4.63,NA
2020,census tract,2.0263.00,2.0263.00,23,0,7,0
2020,census tract,2.0264.00,2.0264.00,23,NA,2,NA
2020,census tract,2.0265.00,2.0265.00,72,NA,5,NA
2020,census tract,2.0266.01,2.0266.01,16,NA,21,NA
2020,census tract,2.0266.02,2.0266.02,84,NA,3.75,NA
2020,census tract,2.0267.01,2.0267.01,34,NA,3,NA
2020,census tract,2.0273.00,2.0273.00,26,0,2,0
2020,census tract,2.0277.00,2.0277.00,34,NA,4,NA
2020,census tract,2.0279.00,2.0279.00,16,NA,2.5,NA
2020,census tract,2.0283.00,2.0283.00,91,13,3.17,0.14285714285714285
2020,census tract,2.0285.00,2.0285.00,27,NA,2,NA
2020,census tract,2.0287.00,2.0287.00,16,NA,3,NA
2020,census tract,2.0288.00,2.0288.00,36,0,3,0
2020,census tract,2.0289.00,2.0289.00,124,NA,5,NA
2020,census tract,2.0293.02,2.0293.02,37,NA,4,NA
2020,census tract,2.0295.00,2.0295.00,73,NA,3.66,NA
2020,census tract,2.0296.00,2.0296.00,30,NA,1.5,NA
2020,census tract,2.0297.00,2.0297.00,37,NA,6,NA
2020,census tract,2.0300.00,2.0300.00,37,NA,3,NA
2020,census tract,2.0302.00,2.0302.00,19,NA,2.5,NA
2020,census tract,2.0310.00,2.0310.00,12,NA,NA,NA
2020,census tract,2.0312.00,2.0312.00,42,NA,4,NA
2020,census tract,2.0323.00,2.0323.00,23,NA,4,NA
2020,census tract,2.0324.00,2.0324.00,12,0,2.96,0
2020,census tract,2.0326.00,2.0326.00,24,0,2,0
2020,census tract,2.0328.00,2.0328.00,28,0,3.2800000000000002,0
2020,census tract,2.0330.00,2.0330.00,69,NA,3,NA
2020,census tract,2.0332.02,2.0332.02,21,NA,8,NA
2020,census tract,2.0336.00,2.0336.00,59,NA,32,NA
2020,census tract,2.0337.00,2.0337.00,45,NA,2.67,NA
2020,census tract,2.0338.00,2.0338.00,46,NA,2.15,NA
2020,census tract,2.0340.00,2.0340.00,14,0,3,0
2020,census tract,2.0342.00,2.0342.00,17,0,2.5,0
2020,census tract,2.0344.00,2.0344.00,14,0,4.67,0
2020,census tract,2.0345.00,2.0345.00,19,NA,3.18,NA
2020,census tract,2.0348.00,2.0348.00,27,0,2,0
2020,census tract,2.0350.00,2.0350.00,14,0,3,0
2020,census tract,2.0358.00,2.0358.00,23,0,2.5,0
2020,census tract,2.0359.00,2.0359.00,23,0,3,0
2020,census tract,2.0363.00,2.0363.00,49,NA,3.17,NA
2020,census tract,2.0364.00,2.0364.00,43,12,3,0.27906976744186046
2020,census tract,2.0365.01,2.0365.01,41,NA,4,NA
2020,census tract,2.0365.02,2.0365.02,29,NA,4,NA
2020,census tract,2.0368.00,2.0368.00,11,NA,NA,NA
2020,census tract,2.0369.01,2.0369.01,32,NA,3.9499999999999997,NA
2020,census tract,2.0370.00,2.0370.00,19,0,3,0
2020,census tract,2.0371.00,2.0371.00,25,NA,3.29,NA
2020,census tract,2.0372.00,2.0372.00,17,NA,2,NA
2020,census tract,2.0373.00,2.0373.00,65,NA,4,NA
2020,census tract,2.0374.00,2.0374.00,47,NA,3,NA
2020,census tract,2.0375.04,2.0375.04,47,NA,3,NA
2020,census tract,2.0378.00,2.0378.00,17,NA,2,NA
2020,census tract,2.0379.00,2.0379.00,24,NA,2,NA
2020,census tract,2.0380.00,2.0380.00,38,0,3,0
2020,census tract,2.0381.00,2.0381.00,44,NA,3.5,NA
2020,census tract,2.0383.01,2.0383.01,44,NA,6,NA
2020,census tract,2.0383.02,2.0383.02,34,NA,2.77,NA
2020,census tract,2.0385.00,2.0385.00,36,0,3,0
2020,census tract,2.0386.00,2.0386.00,59,NA,2.05,NA
2020,census tract,2.0387.00,2.0387.00,52,NA,3.3699999999999997,NA
2020,census tract,2.0389.00,2.0389.00,102,16,5,0.1568627450980392
2020,census tract,2.0390.00,2.0390.00,28,NA,2.55,NA
2020,census tract,2.0391.00,2.0391.00,114,10,5,0.08771929824561403
2020,census tract,2.0392.00,2.0392.00,13,NA,3.8299999999999996,NA
2020,census tract,2.0393.00,2.0393.00,25,0,5,0
2020,census tract,2.0394.00,2.0394.00,24,NA,3,NA
2020,census tract,2.0395.00,2.0395.00,66,NA,2,NA
2020,census tract,2.0396.00,2.0396.00,40,0,2.58,0
2020,census tract,2.0397.00,2.0397.00,40,NA,5.01,NA
2022,census tract,3.0529.00,3.0529.00,14,NA,2,NA
2020,census tract,2.0399.01,2.0399.01,69,NA,6,NA
2020,census tract,2.0399.02,2.0399.02,56,14,4,0.25
2020,census tract,2.0401.00,2.0401.00,72,NA,6,NA
2020,census tract,2.0403.02,2.0403.02,17,NA,2.8299999999999996,NA
2020,census tract,2.0403.03,2.0403.03,10,0,3,0
2020,census tract,2.0403.04,2.0403.04,19,0,5,0
2020,census tract,2.0404.00,2.0404.00,27,0,3,0
2020,census tract,2.0405.01,2.0405.01,20,0,30,0
